city,state,latitude,longitude,population,msa,new_msa
anamosa,iowa,42.10834,-91.28516,5469,Cedar Rapids IA MSA,united states__iowa__cedar rapids__MSA
lionville,pennsylvania,40.05372,-75.65993,6189,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,united states__pennsylvania__philadelphia__MSA
new carlisle,indiana,41.70032,-86.50946,1853,South Bend-Mishawaka IN-MI MSA,united states__indiana__south bend__MSA
macedon,new york,43.06923,-77.29887,1479,Rochester NY MSA,united states__new york__rochester__MSA
airmont,new york,41.10093,-74.11625,8891,,united states__new york__new york city__MSA
west windsor,new jersey,40.2897,-74.6267,27937,,united states__new york__new york city__MSA
groveland,massachusetts,42.76037,-71.03145,6143,Boston-Cambridge-Quincy MA-NH MSA,united states__massachusetts__boston__MSA
huxley,iowa,41.89527,-93.60077,3536,Ames IA MSA,united states__iowa__des moines__MSA
cresson,pennsylvania,40.45979,-78.59168,1633,Johnstown PA MSA,united states__pennsylvania__altoona__MSA
columbia heights,minnesota,45.0408,-93.263,19715,,united states__minnesota__minneapolis__MSA
springville,new york,42.5084,-78.66725,4339,Buffalo-Niagara Falls NY MSA,united states__new york__buffalo__MSA
byron,minnesota,44.03274,-92.64546,5328,Rochester MN MSA,united states__minnesota__rochester__MSA
round lake beach,illinois,42.37169,-88.09008,27852,,united states__illinois__chicago__MSA
toppenish,washington,46.37735,-120.30867,8995,Yakima WA MSA,united states__washington__yakima__MSA
occidental,california,38.40741,-122.94833,1115,Santa Rosa-Petaluma CA MSA,united states__california__santa rosa__MSA
spotswood,new jersey,40.39177,-74.39848,8476,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__new york__new york city__MSA
marietta,washington,48.78705,-122.58045,2766,Atlanta-Sandy Springs-Marietta GA MSA,united states__washington__bellingham__MSA
belvoir,virginia,38.8596,-77.8203,0,Washington-Arlington-Alexandria DC-VA-MD-WV MSA,united states__washington d c__washington__MSA
niskayuna,new york,42.7798,-73.84568,4859,,united states__new york__albany__MSA
dunbar,west virginia,38.36065,-81.73735,7659,Charleston WV MSA,united states__west virginia__charleston__MSA
prosser,washington,46.2068,-119.76892,5869,Kennewick-Richland-Pasco WA MSA,united states__washington__yakima__MSA
dover,pennsylvania,40.00176,-76.85025,1991,York-Hanover PA MSA,united states__pennsylvania__lancaster__MSA
pensacola beach,florida,30.3335,-87.1375,0,,united states__florida__pensacola__MSA
north syracuse,new york,43.13479,-76.12992,6853,,united states__new york__syracuse__MSA
colma,california,37.67688,-122.45969,1520,,united states__california__san jose__MSA
franklinton,north carolina,36.10182,-78.45805,2135,Raleigh-Cary NC MSA,united states__north carolina__raleigh__MSA
st anthony,minnesota,45.0278,-93.2174,9013,,united states__minnesota__minneapolis__MSA
burien,washington,47.47038,-122.34679,50467,,united states__washington__seattle__MSA
richmond heights,ohio,41.55283,-81.51012,10469,,united states__ohio__cleveland__MSA
brookwood,alabama,33.25567,-87.32083,1822,Tuscaloosa AL MSA,united states__alabama__birmingham__MSA
greenvale,new york,40.81066,-73.62846,1094,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__new york__new york city__MSA
putnam valley,new york,41.3979,-73.8368,11597,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__new york__new york city__MSA
camillus,new york,43.03923,-76.3041,1228,Syracuse NY MSA,united states__new york__syracuse__MSA
bartonville,illinois,40.65032,-89.65205,6382,,united states__illinois__peoria__MSA
lathrup village,michigan,42.49642,-83.22271,4135,,united states__michigan__detroit__MSA
palos park,illinois,41.66725,-87.83033,4888,Chicago-Naperville-Joliet IL-IN-WI MSA,united states__illinois__chicago__MSA
farmville,north carolina,35.57071,-79.22002,4613,Greenville NC MSA,united states__north carolina__raleigh__MSA
boulder creek,california,37.12606,-122.12219,4923,Santa Cruz-Watsonville CA MSA,united states__california__san jose__MSA
somers,new york,41.3058,-73.725,21487,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__new york__new york city__MSA
greenbrier,arkansas,35.23397,-92.38765,5296,Little Rock-North Little Rock-Conway AR MSA,united states__arkansas__little rock__MSA
tequesta,florida,26.96811,-80.12865,5629,,united states__florida__port st lucie__MSA
setauket,new york,40.9489,-73.1151,0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__new york__new york city__MSA
acheson,pennsylvania,40.1951,-80.4512,0,,united states__pennsylvania__pittsburgh__MSA
belen,new mexico,34.66284,-106.77642,7152,Albuquerque NM MSA,united states__new mexico__albuquerque__MSA
carnation,washington,47.64788,-121.91401,1873,Seattle-Tacoma-Bellevue WA MSA,united states__washington__seattle__MSA
highland,new york,41.72093,-73.96014,5647,Kingston NY MSA,united states__new york__poughkeepsie__MSA
estacada,oregon,45.28957,-122.3337,3152,Portland-Vancouver-Beaverton OR-WA MSA,united states__oregon__portland__MSA
potomac falls,virginia,39.0501,-77.4008,0,Washington-Arlington-Alexandria DC-VA-MD-WV MSA,united states__washington d c__washington__MSA
grafton,ohio,41.27255,-82.05459,6165,Cleveland-Elyria-Mentor OH MSA,united states__ohio__cleveland__MSA
winsted,minnesota,44.96385,-94.04747,2296,MN NONMETROPOLITAN AREA,united states__minnesota__minneapolis__MSA
berkeley,illinois,41.88892,-87.9034,5203,Chicago-Naperville-Joliet IL-IN-WI MSA,united states__illinois__chicago__MSA
sonoma state university,california,38.3406,-122.6729,0,,united states__california__santa rosa__MSA
portland,michigan,42.8692,-84.90305,3923,Portland-Vancouver-Beaverton OR-WA MSA,united states__michigan__grand rapids__MSA
schriever,louisiana,29.74215,-90.81037,6853,Colorado Springs CO MSA,united states__louisiana__new orleans__MSA
robinsonville,mississippi,34.8173,-90.3162,0,Memphis TN-AR-MS MSA,united states__tennessee__memphis__MSA
belvidere,new jersey,40.82982,-75.07767,2607,Allentown-Bethlehem-Easton PA-NJ MSA,united states__pennsylvania__easton__MSA
walton,florida,27.3,-80.2562,0,Fort Walton Beach-Crestview-Destin FL MSA,united states__florida__port st lucie__MSA
burlington,washington,48.47566,-122.32544,8633,Mount Vernon-Anacortes WA MSA,united states__washington__bellingham__MSA
parma heights,ohio,41.39005,-81.75958,20246,,united states__ohio__cleveland__MSA
liberty corner,new jersey,40.6625,-74.5846,0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__new york__new york city__MSA
avon,new york,42.91201,-77.74556,3319,Rochester NY MSA,united states__new york__rochester__MSA
stirling,new jersey,40.6804,-74.4889,0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__new york__new york city__MSA
vandenberg air force base,california,34.7483,-120.51817,3338,,united states__california__santa maria__MSA
beale afb,california,39.1095,-121.3543,1020,Yuba City CA MSA,united states__california__sacramento__MSA
dayton,oregon,45.22067,-123.07621,2575,Dayton OH MSA,united states__oregon__portland__MSA
queensbury,new york,43.37729,-73.61317,27703,Glens Falls NY MSA,united states__new york__queensbury__MSA
mohegan lake,new york,41.3184,-73.859,0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__new york__new york city__MSA
new shoreham,rhode island,41.17233,-71.55783,1047,,united states__massachusetts__new bedford__MSA
wallingford,pennsylvania,39.8909,-75.363,0,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,united states__pennsylvania__philadelphia__MSA
farmingville,new york,40.83121,-73.02955,15481,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__connecticut__bridgeport__MSA
new palestine,indiana,39.72199,-85.88915,2221,Indianapolis-Carmel IN MSA,united states__indiana__indianapolis__MSA
new kent,virginia,37.51765,-76.97886,239,Richmond VA MSA,united states__virginia__richmond__MSA
columbia station,ohio,41.3131,-81.9468,0,Cleveland-Elyria-Mentor OH MSA,united states__ohio__cleveland__MSA
welch,minnesota,44.5683,-92.7385,0,MN NONMETROPOLITAN AREA,united states__minnesota__minneapolis__MSA
madeira beach,florida,27.79808,-82.79732,4380,,united states__florida__tampa__MSA
farmington,new york,42.9894,-77.3087,13208,Rochester NY MSA,united states__new york__rochester__MSA
east hampton,new york,40.96343,-72.1848,1122,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__connecticut__new london__MSA
airway heights,washington,47.64461,-117.59327,6639,Spokane WA MSA,united states__washington__spokane__MSA
schoolcraft,michigan,42.11421,-85.63778,1566,Kalamazoo-Portage MI MSA,united states__indiana__south bend__MSA
alta loma,california,34.1222,-117.5981,0,Riverside-San Bernardino-Ontario CA MSA,united states__california__los angeles__MSA
sleepy hollow,new york,41.08565,-73.85847,10242,,united states__new york__new york city__MSA
wailea,hawaii,20.68973,-156.4419,5938,,united states__hawaii__kahului__MSA
brooklyn heights,ohio,41.42533,-81.68818,1543,,united states__ohio__cleveland__MSA
oak park heights,minnesota,45.03136,-92.79298,4831,,united states__minnesota__minneapolis__MSA
little egg harbor,new jersey,39.5969,-74.3454,21127,,united states__pennsylvania__philadelphia__MSA
clayton,ohio,39.86311,-84.3605,13146,Dayton OH MSA,united states__ohio__huber heights__MSA
browns mills,new jersey,39.97261,-74.58293,11223,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,united states__pennsylvania__philadelphia__MSA
frenchtown,new jersey,40.52621,-75.06156,1386,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__pennsylvania__philadelphia__MSA
west branch,iowa,41.67141,-91.34655,2337,IA NONMETROPOLITAN AREA,united states__iowa__cedar rapids__MSA
glenolden,pennsylvania,39.90011,-75.28907,7173,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,united states__pennsylvania__philadelphia__MSA
hawkins,texas,32.58847,-95.20411,1291,TX NONMETROPOLITAN AREA,united states__texas__tyler__MSA
weyers cave,virginia,38.28846,-78.91308,2473,VA NONMETROPOLITAN AREA,united states__virginia__harrisonburg__MSA
palmyra,virginia,37.86097,-78.26334,104,Charlottesville VA MSA,united states__virginia__richmond__MSA
whitesboro,new york,43.12201,-75.29156,3694,Utica-Rome NY MSA,united states__new york__syracuse__MSA
west conshohocken,pennsylvania,40.06983,-75.3163,1381,,united states__pennsylvania__philadelphia__MSA
west valley,washington,46.59207,-120.60507,12655,NY NONMETROPOLITAN AREA,united states__washington__yakima__MSA
sauk city,wisconsin,43.27082,-89.72207,3489,WI NONMETROPOLITAN AREA,united states__wisconsin__madison__MSA
olivet,michigan,42.44143,-84.92415,1610,Lansing-East Lansing MI MSA,united states__michigan__lansing__MSA
ossining,new york,41.16287,-73.86152,25441,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__new york__new york city__MSA
clinton,michigan,42.07199,-83.97161,2272,MI NONMETROPOLITAN AREA,united states__ohio__toledo__MSA
bedford heights,ohio,41.417,-81.52734,10625,,united states__ohio__cleveland__MSA
essex,massachusetts,42.63204,-70.78283,1471,Boston-Cambridge-Quincy MA-NH MSA,united states__massachusetts__boston__MSA
lawrence,pennsylvania,40.30618,-80.12061,540,Pittsburgh PA MSA,united states__pennsylvania__pittsburgh__MSA
union beach,new jersey,40.4465,-74.1782,5595,,united states__new york__new york city__MSA
bryn athyn,pennsylvania,40.1315,-75.06739,1392,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,united states__pennsylvania__philadelphia__MSA
valley park,missouri,38.54922,-90.49262,6974,St. Louis MO-IL MSA,united states__missouri__st louis__MSA
belle,west virginia,38.23205,-81.53762,1211,Charleston WV MSA,united states__west virginia__charleston__MSA
dania beach,florida,26.05231,-80.14393,31446,,united states__florida__miami__MSA
cross lanes,west virginia,38.42037,-81.79068,9995,,united states__west virginia__charleston__MSA
adel,iowa,41.61443,-94.01745,4245,Des Moines-West Des Moines IA MSA,united states__iowa__des moines__MSA
cheverly,maryland,38.92817,-76.91581,6485,,united states__washington d c__washington__MSA
greenport,new york,41.10343,-72.35925,2212,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__connecticut__bridgeport__MSA
manassas park,virginia,38.784,-77.46971,15726,,united states__washington d c__washington__MSA
ste genevieve,missouri,37.9747,-90.0481,4416,,united states__missouri__st louis__MSA
clear lake shores,texas,29.54745,-95.03215,1169,,united states__texas__houston__MSA
south riding,virginia,38.92094,-77.50388,24256,,united states__washington d c__washington__MSA
st francis,wisconsin,42.9716,-87.8729,9699,,united states__wisconsin__milwaukee__MSA
akron,new york,43.02089,-78.4953,2845,Buffalo-Niagara Falls NY MSA,united states__new york__buffalo__MSA
tyndall air force base,florida,30.08535,-85.60731,2994,,united states__florida__panama city__MSA
groves,texas,29.94827,-93.91712,15750,Beaumont-Port Arthur TX MSA,united states__texas__beaumont__MSA
tipton,pennsylvania,40.6359,-78.29585,1083,Altoona PA MSA,united states__pennsylvania__altoona__MSA
woodstock,new york,42.04092,-74.1182,2088,Kingston NY MSA,united states__new york__albany__MSA
benbrook,texas,32.67319,-97.46058,22629,,united states__texas__dallas__MSA
carle place,new york,40.7526,-73.61041,4981,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__new york__new york city__MSA
saint leo,florida,28.33723,-82.25842,1340,Tampa-St. Petersburg-Clearwater FL MSA,united states__florida__tampa__MSA
cherryville,north carolina,35.37874,-81.37897,5974,Charlotte-Gastonia-Concord NC-SC MSA,united states__north carolina__charlotte__MSA
kirkwood,new york,42.0889,-75.8033,5602,Binghamton NY MSA,united states__pennsylvania__scranton__MSA
fox chapel,pennsylvania,40.5134,-79.87977,5383,,united states__pennsylvania__pittsburgh__MSA
augusta,kansas,37.68668,-96.9767,9299,Wichita KS MSA,united states__kansas__wichita__MSA
gray,louisiana,29.69771,-90.78648,5584,Houma-Bayou Cane-Thibodaux LA MSA,united states__louisiana__new orleans__MSA
bayport,new york,40.73843,-73.05067,8896,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__connecticut__bridgeport__MSA
bard college,new york,42.0228,-73.9094,0,,united states__new york__albany__MSA
lake george,new york,43.42618,-73.71234,890,Glens Falls NY MSA,united states__new york__queensbury__MSA
lackawanna,new york,42.82561,-78.82337,17965,,united states__new york__buffalo__MSA
lindenwold,new jersey,39.82428,-74.99767,17613,,united states__pennsylvania__philadelphia__MSA
university at buffalo,new york,43.0025,-78.7887,6174,,united states__new york__buffalo__MSA
lindsay,oklahoma,34.8348,-97.60253,2830,OK NONMETROPOLITAN AREA,united states__oklahoma__oklahoma city__MSA
atkinson,new hampshire,42.83842,-71.147,6782,Boston-Cambridge-Quincy MA-NH MSA,united states__massachusetts__boston__MSA
west trenton,new jersey,40.264,-74.8185,0,,united states__pennsylvania__philadelphia__MSA
ellenville,new york,41.71704,-74.39571,4081,Kingston NY MSA,united states__new york__poughkeepsie__MSA
west hampstead,new hampshire,42.9037,-71.2167,0,,united states__massachusetts__boston__MSA
south beloit,illinois,42.49307,-89.03678,7680,Rockford IL MSA,united states__wisconsin__madison__MSA
fairway,kansas,39.02223,-94.6319,3970,,united states__missouri__kansas city__MSA
hilton,new york,43.28812,-77.79334,5921,Rochester NY MSA,united states__new york__rochester__MSA
hallsville,texas,32.50432,-94.57409,4065,TX NONMETROPOLITAN AREA,united states__louisiana__shreveport__MSA
montrose,new york,41.25232,-73.93153,2731,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__new york__new york city__MSA
port jefferson,new york,40.94649,-73.06927,7842,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__connecticut__bridgeport__MSA
dix hills,new york,40.80482,-73.33623,26892,,united states__new york__new york city__MSA
williams bay,wisconsin,42.57807,-88.54093,2600,WI NONMETROPOLITAN AREA,united states__wisconsin__milwaukee__MSA
story city,iowa,42.18721,-93.59577,3438,Ames IA MSA,united states__iowa__des moines__MSA
brookville,ohio,39.83672,-84.41134,5900,Dayton OH MSA,united states__ohio__cincinnati__MSA
